,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,quality,tow,best_quality
2703,8.0,0.48,0.34,2.2,0.073,16.0,0.9936,3.28,0.66,12.4,6,1,1
2704,6.3,0.57,0.28,2.1,0.048,13.0,0.99374,3.41,0.6,12.8,5,1,0
2705,8.2,0.23,0.42,1.9,0.069,9.0,0.99376,3.21,0.54,12.3,6,1,1
2706,9.1,0.3,0.41,2.0,0.068,10.0,0.99523,3.27,0.85,11.7,7,1,1
2707,8.1,0.78,0.1,3.3,0.09,4.0,0.99855,3.36,0.49,9.5,5,1,0
2708,10.8,0.47,0.43,2.1,0.171,27.0,0.9982,3.17,0.76,10.8,6,1,1
2709,8.3,0.53,0.0,1.4,0.07,6.0,0.99593,3.25,0.64,10.0,6,1,1
2710,5.4,0.42,0.27,2.0,0.092,23.0,0.99471,3.78,0.64,12.3,7,1,1
2711,7.9,0.33,0.41,1.5,0.056,6.0,0.99396,3.29,0.71,11.0,6,1,1
2712,8.9,0.24,0.39,1.6,0.074,3.0,0.99698,3.12,0.59,9.5,6,1,1
2713,5.0,0.4,0.5,4.3,0.046,29.0,0.9902,3.49,0.66,13.6,6,1,1
2714,7.0,0.69,0.07,2.5,0.091,15.0,0.99572,3.38,0.6,11.3,6,1,1
2715,7.0,0.69,0.07,2.5,0.091,15.0,0.99572,3.38,0.6,11.3,6,1,1
2716,7.0,0.69,0.07,2.5,0.091,15.0,0.99572,3.38,0.6,11.3,6,1,1
2717,7.1,0.39,0.12,2.1,0.065,14.0,0.99252,3.3,0.53,13.3,6,1,1
2718,5.6,0.66,0.0,2.5,0.066,7.0,0.99256,3.52,0.58,12.9,5,1,0
2719,7.9,0.54,0.34,2.5,0.076,8.0,0.99235,3.2,0.72,13.1,8,1,1
2720,6.6,0.5,0.0,1.8,0.062,21.0,0.99352,3.44,0.55,12.3,6,1,1
2721,6.3,0.47,0.0,1.4,0.055,27.0,0.9922,3.45,0.48,12.3,6,1,1
2722,10.7,0.4,0.37,1.9,0.081,17.0,0.99674,3.12,0.65,11.2,6,1,1
2723,6.5,0.58,0.0,2.2,0.096,3.0,0.99557,3.62,0.62,11.5,4,1,0
2724,8.8,0.24,0.35,1.7,0.055,13.0,0.99394,3.14,0.59,11.3,7,1,1
2725,5.8,0.29,0.26,1.7,0.063,3.0,0.9915,3.39,0.54,13.5,6,1,1
2726,6.3,0.76,0.0,2.9,0.072,26.0,0.99379,3.51,0.6,11.5,6,1,1
2727,10.0,0.43,0.33,2.7,0.095,28.0,0.9984,3.22,0.68,10.0,5,1,0
2728,10.5,0.43,0.35,3.3,0.092,24.0,0.99798,3.21,0.69,10.5,6,1,1
2729,9.1,0.6,0.0,1.9,0.058,5.0,0.9977,3.18,0.63,10.4,6,1,1
2730,5.9,0.19,0.21,1.7,0.045,57.0,0.99341,3.32,0.44,9.5,5,1,0
2731,7.4,0.36,0.34,1.8,0.075,18.0,0.9933,3.38,0.88,13.6,7,1,1
2732,7.2,0.48,0.07,5.5,0.089,10.0,0.99684,3.37,0.68,11.2,7,1,1
2733,8.5,0.28,0.35,1.7,0.061,6.0,0.99524,3.3,0.74,11.8,7,1,1
2734,8.0,0.25,0.43,1.7,0.067,22.0,0.9946,3.38,0.6,11.9,6,1,1
2735,10.4,0.52,0.45,2.0,0.08,6.0,0.99774,3.22,0.76,11.4,6,1,1
2736,10.4,0.52,0.45,2.0,0.08,6.0,0.99774,3.22,0.76,11.4,6,1,1
2737,7.5,0.41,0.15,3.7,0.104,29.0,0.99786,3.14,0.58,9.1,5,1,0
2738,8.2,0.51,0.24,2.0,0.079,16.0,0.99764,3.34,0.64,9.5,6,1,1
2739,7.3,0.4,0.3,1.7,0.08,33.0,0.9969,3.41,0.65,9.5,6,1,1
2740,8.2,0.38,0.32,2.5,0.08,24.0,0.99624,3.27,0.85,11.0,6,1,1
2741,6.9,0.45,0.11,2.4,0.043,6.0,0.99354,3.3,0.65,11.4,6,1,1
2742,7.0,0.22,0.3,1.8,0.065,16.0,0.99672,3.61,0.82,10.0,6,1,1
2743,7.3,0.32,0.23,2.3,0.066,35.0,0.99588,3.43,0.62,10.1,5,1,0
2744,8.2,0.2,0.43,2.5,0.076,31.0,0.99672,3.53,0.81,10.4,6,1,1
2745,7.8,0.5,0.12,1.8,0.178,6.0,0.996,3.28,0.87,9.8,6,1,1
2746,10.0,0.41,0.45,6.2,0.071,6.0,0.99702,3.21,0.49,11.8,7,1,1
2747,7.8,0.39,0.42,2.0,0.086,9.0,0.99526,3.39,0.66,11.6,6,1,1
2748,10.0,0.35,0.47,2.0,0.061,6.0,0.99585,3.23,0.52,12.0,6,1,1
2749,8.2,0.33,0.32,2.8,0.067,4.0,0.99473,3.3,0.76,12.8,7,1,1
2750,6.1,0.58,0.23,2.5,0.044,16.0,0.99352,3.46,0.65,12.5,6,1,1
2751,8.3,0.6,0.25,2.2,0.118,9.0,0.99616,3.15,0.53,9.8,5,1,0
2752,9.6,0.42,0.35,2.1,0.083,17.0,0.99622,3.23,0.66,11.1,6,1,1
2753,6.6,0.58,0.0,2.2,0.1,50.0,0.99544,3.59,0.68,11.4,6,1,1
2754,8.3,0.6,0.25,2.2,0.118,9.0,0.99616,3.15,0.53,9.8,5,1,0
2755,8.5,0.18,0.51,1.75,0.071,45.0,0.99524,3.33,0.76,11.8,7,1,1
2756,5.1,0.51,0.18,2.1,0.042,16.0,0.9924,3.46,0.87,12.9,7,1,1
2757,6.7,0.41,0.43,2.8,0.076,22.0,0.99572,3.42,1.16,10.6,6,1,1
2758,10.2,0.41,0.43,2.2,0.11,11.0,0.99728,3.16,0.67,10.8,5,1,0
2759,10.6,0.36,0.57,2.3,0.087,6.0,0.99676,3.14,0.72,11.1,7,1,1
2760,8.8,0.45,0.43,1.4,0.076,12.0,0.99551,3.21,0.75,10.2,6,1,1
2761,8.5,0.32,0.42,2.3,0.075,12.0,0.99434,3.14,0.71,11.8,7,1,1
2762,9.0,0.785,0.24,1.7,0.078,10.0,0.99692,3.29,0.67,10.0,5,1,0
2763,9.0,0.785,0.24,1.7,0.078,10.0,0.99692,3.29,0.67,10.0,5,1,0
2764,8.5,0.44,0.5,1.9,0.369,15.0,0.99634,3.01,1.1,9.4,5,1,0
2765,9.9,0.54,0.26,2.0,0.111,7.0,0.99709,2.94,0.98,10.2,5,1,0
2766,8.2,0.33,0.39,2.5,0.074,29.0,0.99528,3.32,0.88,12.4,7,1,1
2767,6.5,0.34,0.27,2.8,0.067,8.0,0.99384,3.21,0.56,12.0,6,1,1
2768,7.6,0.5,0.29,2.3,0.086,5.0,0.99502,3.32,0.62,11.5,6,1,1
2769,9.2,0.36,0.34,1.6,0.062,5.0,0.99667,3.2,0.67,10.5,6,1,1
2770,7.1,0.59,0.0,2.2,0.078,26.0,0.99522,3.42,0.68,10.8,6,1,1
2771,9.7,0.42,0.46,2.1,0.074,5.0,0.99649,3.27,0.74,12.3,6,1,1
2772,7.6,0.36,0.31,1.7,0.079,26.0,0.99716,3.46,0.62,9.5,6,1,1
2773,7.6,0.36,0.31,1.7,0.079,26.0,0.99716,3.46,0.62,9.5,6,1,1
2774,6.5,0.61,0.0,2.2,0.095,48.0,0.99541,3.61,0.7,11.5,6,1,1
2775,6.5,0.88,0.03,5.6,0.079,23.0,0.99572,3.58,0.5,11.2,4,1,0
2776,7.1,0.66,0.0,2.4,0.052,6.0,0.99318,3.35,0.66,12.7,7,1,1
2777,5.6,0.915,0.0,2.1,0.041,17.0,0.99346,3.68,0.73,11.4,5,1,0
2778,8.2,0.35,0.33,2.4,0.076,11.0,0.99599,3.27,0.81,11.0,6,1,1
2779,8.2,0.35,0.33,2.4,0.076,11.0,0.99599,3.27,0.81,11.0,6,1,1
2780,9.8,0.39,0.43,1.65,0.068,5.0,0.99478,3.19,0.46,11.4,5,1,0
2781,10.2,0.4,0.4,2.5,0.068,41.0,0.99754,3.38,0.86,10.5,6,1,1
2782,6.8,0.66,0.07,1.6,0.07,16.0,0.99572,3.29,0.6,9.3,5,1,0
2783,6.7,0.64,0.23,2.1,0.08,11.0,0.99538,3.36,0.7,10.9,5,1,0
2784,7.0,0.43,0.3,2.0,0.085,6.0,0.99346,3.33,0.46,11.9,6,1,1
2785,6.6,0.8,0.03,7.8,0.079,6.0,0.9963,3.52,0.5,12.2,5,1,0
2786,7.0,0.43,0.3,2.0,0.085,6.0,0.99346,3.33,0.46,11.9,6,1,1
2787,6.7,0.64,0.23,2.1,0.08,11.0,0.99538,3.36,0.7,10.9,5,1,0
2788,8.8,0.955,0.05,1.8,0.075,5.0,0.99616,3.3,0.44,9.6,4,1,0
2789,9.1,0.4,0.57,4.6,0.08,6.0,0.99652,3.28,0.57,12.5,6,1,1
2790,6.5,0.885,0.0,2.3,0.166,6.0,0.99551,3.56,0.51,10.8,5,1,0
2791,7.2,0.25,0.37,2.5,0.063,11.0,0.99439,3.52,0.8,12.4,7,1,1
2792,6.4,0.885,0.0,2.3,0.166,6.0,0.99551,3.56,0.51,10.8,5,1,0
2793,7.0,0.745,0.12,1.8,0.114,15.0,0.99588,3.22,0.59,9.5,6,1,1
2794,6.2,0.43,0.22,1.8,0.078,21.0,0.99633,3.52,0.6,9.5,6,1,1
2795,7.9,0.58,0.23,2.3,0.076,23.0,0.99686,3.21,0.58,9.5,6,1,1
2796,7.7,0.57,0.21,1.5,0.069,4.0,0.99458,3.16,0.54,9.8,6,1,1
2797,7.7,0.26,0.26,2.0,0.052,19.0,0.9951,3.15,0.79,10.9,6,1,1
2798,7.9,0.58,0.23,2.3,0.076,23.0,0.99686,3.21,0.58,9.5,6,1,1
2799,7.7,0.57,0.21,1.5,0.069,4.0,0.99458,3.16,0.54,9.8,6,1,1
2800,7.9,0.34,0.36,1.9,0.065,5.0,0.99419,3.27,0.54,11.2,7,1,1
2801,8.6,0.42,0.39,1.8,0.068,6.0,0.99516,3.35,0.69,11.7,8,1,1
2802,9.9,0.74,0.19,5.8,0.111,33.0,0.99878,3.14,0.55,9.4,5,1,0
2803,7.2,0.36,0.46,2.1,0.074,24.0,0.99534,3.4,0.85,11.0,7,1,1
2804,7.2,0.36,0.46,2.1,0.074,24.0,0.99534,3.4,0.85,11.0,7,1,1
2805,7.2,0.36,0.46,2.1,0.074,24.0,0.99534,3.4,0.85,11.0,7,1,1
2806,9.9,0.72,0.55,1.7,0.136,24.0,0.99752,3.35,0.94,10.0,5,1,0
2807,7.2,0.36,0.46,2.1,0.074,24.0,0.99534,3.4,0.85,11.0,7,1,1
2808,6.2,0.39,0.43,2.0,0.071,14.0,0.99428,3.45,0.87,11.2,7,1,1
2809,6.8,0.65,0.02,2.1,0.078,8.0,0.99498,3.35,0.62,10.4,6,1,1
2810,6.6,0.44,0.15,2.1,0.076,22.0,0.9957,3.32,0.62,9.3,5,1,0
2811,6.8,0.65,0.02,2.1,0.078,8.0,0.99498,3.35,0.62,10.4,6,1,1
2812,9.6,0.38,0.42,1.9,0.071,5.0,0.99659,3.15,0.75,10.5,6,1,1
2813,10.2,0.33,0.46,1.9,0.081,6.0,0.99628,3.1,0.48,10.4,6,1,1
2814,8.8,0.27,0.46,2.1,0.095,20.0,0.99488,3.26,0.56,11.3,6,1,1
2815,7.9,0.57,0.31,2.0,0.079,10.0,0.99677,3.29,0.69,9.5,6,1,1
2816,8.2,0.34,0.37,1.9,0.057,43.0,0.99408,3.23,0.81,12.0,6,1,1
2817,8.2,0.4,0.31,1.9,0.082,8.0,0.996,3.24,0.69,10.6,6,1,1
2818,9.0,0.39,0.4,1.3,0.044,25.0,0.99478,3.2,0.83,10.9,6,1,1
2819,10.9,0.32,0.52,1.8,0.132,17.0,0.99734,3.28,0.77,11.5,6,1,1
2820,10.9,0.32,0.52,1.8,0.132,17.0,0.99734,3.28,0.77,11.5,6,1,1
2821,8.1,0.53,0.22,2.2,0.078,33.0,0.99678,3.26,0.46,9.6,6,1,1
2822,10.5,0.36,0.47,2.2,0.074,9.0,0.99638,3.23,0.76,12.0,6,1,1
2823,12.6,0.39,0.49,2.5,0.08,8.0,0.9992,3.07,0.82,10.3,6,1,1
2824,9.2,0.46,0.23,2.6,0.091,18.0,0.99922,3.15,0.51,9.4,5,1,0
2825,7.5,0.58,0.03,4.1,0.08,27.0,0.99592,3.02,0.47,9.2,5,1,0
2826,9.0,0.58,0.25,2.0,0.104,8.0,0.99769,3.27,0.72,9.6,5,1,0
2827,5.1,0.42,0.0,1.8,0.044,18.0,0.99157,3.68,0.73,13.6,7,1,1
2828,7.6,0.43,0.29,2.1,0.075,19.0,0.99718,3.4,0.64,9.5,5,1,0
2829,7.7,0.18,0.34,2.7,0.066,15.0,0.9947,3.37,0.78,11.8,6,1,1
2830,7.8,0.815,0.01,2.6,0.074,48.0,0.99621,3.38,0.62,10.8,5,1,0
2831,7.6,0.43,0.29,2.1,0.075,19.0,0.99718,3.4,0.64,9.5,5,1,0
2832,10.2,0.23,0.37,2.2,0.057,14.0,0.99614,3.23,0.49,9.3,4,1,0
2833,7.1,0.75,0.01,2.2,0.059,11.0,0.99242,3.39,0.4,12.8,6,1,1
2834,6.0,0.33,0.32,12.9,0.054,6.0,0.99572,3.3,0.56,11.5,4,1,0
2835,7.8,0.55,0.0,1.7,0.07,7.0,0.99659,3.26,0.64,9.4,6,1,1
2836,7.1,0.75,0.01,2.2,0.059,11.0,0.99242,3.39,0.4,12.8,6,1,1
2837,8.1,0.73,0.0,2.5,0.081,12.0,0.99798,3.38,0.46,9.6,4,1,0
2838,6.5,0.67,0.0,4.3,0.057,11.0,0.99488,3.45,0.56,11.8,4,1,0
2839,7.5,0.61,0.2,1.7,0.076,36.0,0.99494,3.1,0.4,9.3,5,1,0
2840,9.8,0.37,0.39,2.5,0.079,28.0,0.99729,3.16,0.59,9.8,5,1,0
2841,9.0,0.4,0.41,2.0,0.058,15.0,0.99414,3.22,0.6,12.2,6,1,1
2842,8.3,0.56,0.22,2.4,0.082,10.0,0.9983,3.37,0.62,9.5,5,1,0
2843,5.9,0.29,0.25,13.4,0.067,72.0,0.99721,3.33,0.54,10.3,6,1,1
2844,7.4,0.55,0.19,1.8,0.082,15.0,0.99655,3.49,0.68,10.5,5,1,0
2845,7.4,0.74,0.07,1.7,0.086,15.0,0.99502,3.12,0.48,10.0,5,1,0
2846,7.4,0.55,0.19,1.8,0.082,15.0,0.99655,3.49,0.68,10.5,5,1,0
2847,6.9,0.41,0.33,2.2,0.081,22.0,0.9949,3.41,0.75,11.1,6,1,1
2848,7.1,0.6,0.01,2.3,0.079,24.0,0.99514,3.4,0.61,10.9,6,1,1
2849,7.1,0.6,0.01,2.3,0.079,24.0,0.99514,3.4,0.61,10.9,6,1,1
2850,7.5,0.58,0.14,2.2,0.077,27.0,0.9963,3.28,0.59,9.8,5,1,0
2851,7.1,0.72,0.0,1.8,0.123,6.0,0.99627,3.45,0.58,9.8,5,1,0
2852,7.9,0.66,0.0,1.4,0.096,6.0,0.99569,3.43,0.58,9.5,5,1,0
2853,7.8,0.7,0.06,1.9,0.079,20.0,0.99628,3.4,0.69,10.9,5,1,0
2854,6.1,0.64,0.02,2.4,0.069,26.0,0.99358,3.47,0.45,11.0,5,1,0
2855,7.5,0.59,0.22,1.8,0.082,43.0,0.99499,3.1,0.42,9.2,5,1,0
2856,7.0,0.58,0.28,4.8,0.085,12.0,0.99633,3.32,0.7,11.0,6,1,1
2857,6.8,0.64,0.0,2.7,0.123,15.0,0.99538,3.44,0.63,11.3,6,1,1
2858,6.8,0.64,0.0,2.7,0.123,15.0,0.99538,3.44,0.63,11.3,6,1,1
2859,8.6,0.635,0.68,1.8,0.403,19.0,0.99632,3.02,1.15,9.3,5,1,0
2860,6.3,1.02,0.0,2.0,0.083,17.0,0.99437,3.59,0.55,11.2,4,1,0
2861,9.8,0.45,0.38,2.5,0.081,34.0,0.99726,3.15,0.58,9.8,5,1,0
2862,8.2,0.78,0.0,2.2,0.089,13.0,0.9978,3.37,0.46,9.6,4,1,0
2863,8.5,0.37,0.32,1.8,0.066,26.0,0.99456,3.38,0.72,11.8,6,1,1
2864,7.2,0.57,0.05,2.3,0.081,16.0,0.99564,3.38,0.6,10.3,6,1,1
2865,7.2,0.57,0.05,2.3,0.081,16.0,0.99564,3.38,0.6,10.3,6,1,1
2866,10.4,0.43,0.5,2.3,0.068,13.0,0.996,3.1,0.87,11.4,6,1,1
2867,6.9,0.41,0.31,2.0,0.079,21.0,0.99668,3.47,0.55,9.5,6,1,1
2868,5.5,0.49,0.03,1.8,0.044,28.0,0.9908,3.5,0.82,14.0,8,1,1
2869,5.0,0.38,0.01,1.6,0.048,26.0,0.99084,3.7,0.75,14.0,6,1,1
2870,7.3,0.44,0.2,1.6,0.049,24.0,0.9935,3.38,0.57,11.7,6,1,1
2871,5.9,0.46,0.0,1.9,0.077,25.0,0.99385,3.5,0.53,11.2,5,1,0
2872,7.5,0.58,0.2,2.0,0.073,34.0,0.99494,3.1,0.43,9.3,5,1,0
2873,7.8,0.58,0.13,2.1,0.102,17.0,0.9944,3.24,0.53,11.2,6,1,1
2874,8.0,0.715,0.22,2.3,0.075,13.0,0.99688,3.24,0.54,9.5,6,1,1
2875,8.5,0.4,0.4,6.3,0.05,3.0,0.99566,3.28,0.56,12.0,4,1,0
2876,7.0,0.69,0.0,1.9,0.114,3.0,0.99636,3.35,0.6,9.7,6,1,1
2877,8.0,0.715,0.22,2.3,0.075,13.0,0.99688,3.24,0.54,9.5,6,1,1
2878,9.8,0.3,0.39,1.7,0.062,3.0,0.9948,3.14,0.57,11.5,7,1,1
2879,7.1,0.46,0.2,1.9,0.077,28.0,0.9956,3.37,0.64,10.4,6,1,1
2880,7.1,0.46,0.2,1.9,0.077,28.0,0.9956,3.37,0.64,10.4,6,1,1
2881,7.9,0.765,0.0,2.0,0.084,9.0,0.99619,3.33,0.68,10.9,6,1,1
2882,8.7,0.63,0.28,2.7,0.096,17.0,0.99734,3.26,0.63,10.2,6,1,1
2883,7.0,0.42,0.19,2.3,0.071,18.0,0.99476,3.39,0.56,10.9,5,1,0
2884,11.3,0.37,0.5,1.8,0.09,20.0,0.99734,3.15,0.57,10.5,5,1,0
2885,7.1,0.16,0.44,2.5,0.068,17.0,0.99328,3.35,0.54,12.4,6,1,1
2886,8.0,0.6,0.08,2.6,0.056,3.0,0.99286,3.22,0.37,13.0,5,1,0
2887,7.0,0.6,0.3,4.5,0.068,20.0,0.99914,3.3,1.17,10.2,5,1,0
2888,7.0,0.6,0.3,4.5,0.068,20.0,0.99914,3.3,1.17,10.2,5,1,0
2889,7.6,0.74,0.0,1.9,0.1,6.0,0.99521,3.36,0.59,11.0,5,1,0
2890,8.2,0.635,0.1,2.1,0.073,25.0,0.99638,3.29,0.75,10.9,6,1,1
2891,5.9,0.395,0.13,2.4,0.056,14.0,0.99362,3.62,0.67,12.4,6,1,1
2892,7.5,0.755,0.0,1.9,0.084,6.0,0.99672,3.34,0.49,9.7,4,1,0
2893,8.2,0.635,0.1,2.1,0.073,25.0,0.99638,3.29,0.75,10.9,6,1,1
2894,6.6,0.63,0.0,4.3,0.093,51.0,0.99558,3.2,0.45,9.5,5,1,0
2895,6.6,0.63,0.0,4.3,0.093,51.0,0.99558,3.2,0.45,9.5,5,1,0
2896,7.2,0.53,0.14,2.1,0.064,15.0,0.99323,3.35,0.61,12.1,6,1,1
2897,5.7,0.6,0.0,1.4,0.063,11.0,0.99191,3.45,0.56,12.2,6,1,1
2898,7.6,1.58,0.0,2.1,0.137,5.0,0.99476,3.5,0.4,10.9,3,1,0
2899,5.2,0.645,0.0,2.15,0.08,15.0,0.99444,3.78,0.61,12.5,6,1,1
2900,6.7,0.86,0.07,2.0,0.1,20.0,0.99598,3.6,0.74,11.7,6,1,1
2901,9.1,0.37,0.32,2.1,0.064,4.0,0.99576,3.3,0.8,11.2,6,1,1
2902,8.0,0.28,0.44,1.8,0.081,28.0,0.99501,3.36,0.66,11.2,5,1,0
2903,7.6,0.79,0.21,2.3,0.087,21.0,0.9955,3.12,0.44,9.2,5,1,0
2904,7.5,0.61,0.26,1.9,0.073,24.0,0.99612,3.3,0.53,9.8,5,1,0
2905,9.7,0.69,0.32,2.5,0.088,22.0,0.9979,3.29,0.62,10.1,5,1,0
2906,6.8,0.68,0.09,3.9,0.068,15.0,0.99524,3.41,0.52,11.1,4,1,0
2907,9.7,0.69,0.32,2.5,0.088,22.0,0.9979,3.29,0.62,10.1,5,1,0
2908,7.0,0.62,0.1,1.4,0.071,27.0,0.996,3.28,0.61,9.2,5,1,0
2909,7.5,0.61,0.26,1.9,0.073,24.0,0.99612,3.3,0.53,9.8,5,1,0
2910,6.5,0.51,0.15,3.0,0.064,12.0,0.9929,3.33,0.59,12.8,6,1,1
2911,8.0,1.18,0.21,1.9,0.083,14.0,0.99532,3.34,0.47,10.5,5,1,0
2912,7.0,0.36,0.21,2.3,0.086,20.0,0.99558,3.4,0.54,10.1,6,1,1
2913,7.0,0.36,0.21,2.4,0.086,24.0,0.99556,3.4,0.53,10.1,6,1,1
2914,7.5,0.63,0.27,2.0,0.083,17.0,0.99616,3.26,0.58,9.8,6,1,1
2915,5.4,0.74,0.0,1.2,0.041,16.0,0.99258,4.01,0.59,12.5,6,1,1
2916,9.9,0.44,0.46,2.2,0.091,10.0,0.99638,3.18,0.69,11.9,6,1,1
2917,7.5,0.63,0.27,2.0,0.083,17.0,0.99616,3.26,0.58,9.8,6,1,1
2918,9.1,0.76,0.68,1.7,0.414,18.0,0.99652,2.9,1.33,9.1,6,1,1
2919,9.7,0.66,0.34,2.6,0.094,12.0,0.99796,3.26,0.66,10.1,5,1,0
2920,5.0,0.74,0.0,1.2,0.041,16.0,0.99258,4.01,0.59,12.5,6,1,1
2921,9.1,0.34,0.42,1.8,0.058,9.0,0.99392,3.18,0.55,11.4,5,1,0
2922,9.1,0.36,0.39,1.8,0.06,21.0,0.99495,3.18,0.82,11.0,7,1,1
2923,6.7,0.46,0.24,1.7,0.077,18.0,0.9948,3.39,0.6,10.6,6,1,1
2924,6.7,0.46,0.24,1.7,0.077,18.0,0.9948,3.39,0.6,10.6,6,1,1
2925,6.7,0.46,0.24,1.7,0.077,18.0,0.9948,3.39,0.6,10.6,6,1,1
2926,6.7,0.46,0.24,1.7,0.077,18.0,0.9948,3.39,0.6,10.6,6,1,1
2927,6.5,0.52,0.11,1.8,0.073,13.0,0.9955,3.34,0.52,9.3,5,1,0
2928,7.4,0.6,0.26,2.1,0.083,17.0,0.99616,3.29,0.56,9.8,6,1,1
2929,7.4,0.6,0.26,2.1,0.083,17.0,0.99616,3.29,0.56,9.8,6,1,1
2930,7.8,0.87,0.26,3.8,0.107,31.0,0.99668,3.26,0.46,9.2,5,1,0
2931,8.4,0.39,0.1,1.7,0.075,6.0,0.99581,3.09,0.43,9.7,6,1,1
2932,9.1,0.775,0.22,2.2,0.079,12.0,0.9976,3.18,0.51,9.6,5,1,0
2933,7.2,0.835,0.0,2.0,0.166,4.0,0.99608,3.39,0.52,10.0,5,1,0
2934,6.6,0.58,0.02,2.4,0.069,19.0,0.99387,3.38,0.66,12.6,6,1,1
2935,6.0,0.5,0.0,1.4,0.057,15.0,0.99448,3.36,0.45,9.5,5,1,0
2936,6.0,0.5,0.0,1.4,0.057,15.0,0.99448,3.36,0.45,9.5,5,1,0
2937,6.0,0.5,0.0,1.4,0.057,15.0,0.99448,3.36,0.45,9.5,5,1,0
2938,7.5,0.51,0.02,1.7,0.084,13.0,0.99538,3.36,0.54,10.5,6,1,1
2939,7.5,0.51,0.02,1.7,0.084,13.0,0.99538,3.36,0.54,10.5,6,1,1
2940,7.5,0.51,0.02,1.7,0.084,13.0,0.99538,3.36,0.54,10.5,6,1,1
2941,7.6,0.54,0.02,1.7,0.085,17.0,0.99589,3.37,0.51,10.4,6,1,1
2942,7.5,0.51,0.02,1.7,0.084,13.0,0.99538,3.36,0.54,10.5,6,1,1
2943,11.5,0.42,0.48,2.6,0.077,8.0,0.99852,3.09,0.53,11.0,5,1,0
2944,8.2,0.44,0.24,2.3,0.063,10.0,0.99613,3.25,0.53,10.2,6,1,1
2945,6.1,0.59,0.01,2.1,0.056,5.0,0.99472,3.52,0.56,11.4,5,1,0
2946,7.2,0.655,0.03,1.8,0.078,7.0,0.99587,3.34,0.39,9.5,5,1,0
2947,7.2,0.655,0.03,1.8,0.078,7.0,0.99587,3.34,0.39,9.5,5,1,0
2948,6.9,0.57,0.0,2.8,0.081,21.0,0.99518,3.41,0.52,10.8,5,1,0
2949,9.0,0.6,0.29,2.0,0.069,32.0,0.99654,3.34,0.57,10.0,5,1,0
2950,7.2,0.62,0.01,2.3,0.065,8.0,0.99332,3.32,0.51,11.8,6,1,1
2951,7.6,0.645,0.03,1.9,0.086,14.0,0.9969,3.37,0.46,10.3,5,1,0
2952,7.6,0.645,0.03,1.9,0.086,14.0,0.9969,3.37,0.46,10.3,5,1,0
2953,7.2,0.58,0.03,2.3,0.077,7.0,0.99568,3.35,0.52,10.0,5,1,0
2954,6.1,0.32,0.25,1.8,0.086,5.0,0.99464,3.36,0.44,10.1,5,1,0
2955,6.1,0.34,0.25,1.8,0.084,4.0,0.99464,3.36,0.44,10.1,5,1,0
2956,7.3,0.43,0.24,2.5,0.078,27.0,0.99648,3.6,0.59,11.1,6,1,1
2957,7.4,0.64,0.17,5.4,0.168,52.0,0.99736,3.28,0.5,9.5,5,1,0
2958,11.6,0.475,0.4,1.4,0.091,6.0,0.99704,3.07,0.65,10.0333333333333,6,1,1
2959,9.2,0.54,0.31,2.3,0.112,11.0,0.99699,3.24,0.56,10.9,5,1,0
2960,8.3,0.85,0.14,2.5,0.093,13.0,0.99724,3.36,0.54,10.1,5,1,0
2961,11.6,0.475,0.4,1.4,0.091,6.0,0.99704,3.07,0.65,10.0333333333333,6,1,1
2962,8.0,0.83,0.27,2.0,0.08,11.0,0.99652,3.29,0.48,9.8,4,1,0
2963,7.2,0.605,0.02,1.9,0.096,10.0,0.995,3.46,0.53,11.8,6,1,1
2964,7.8,0.5,0.09,2.2,0.115,10.0,0.9971,3.18,0.62,9.5,5,1,0
2965,7.3,0.74,0.08,1.7,0.094,10.0,0.99576,3.24,0.5,9.8,5,1,0
2966,6.9,0.54,0.3,2.2,0.088,9.0,0.99725,3.25,1.18,10.5,6,1,1
2967,8.0,0.77,0.32,2.1,0.079,16.0,0.99656,3.27,0.5,9.8,6,1,1
2968,6.6,0.61,0.0,1.6,0.069,4.0,0.99396,3.33,0.37,10.4,4,1,0
2969,8.7,0.78,0.51,1.7,0.415,12.0,0.99623,3.0,1.17,9.2,5,1,0
2970,7.5,0.58,0.56,3.1,0.153,5.0,0.99476,3.21,1.03,11.6,6,1,1
2971,8.7,0.78,0.51,1.7,0.415,12.0,0.99623,3.0,1.17,9.2,5,1,0
2972,7.7,0.75,0.27,3.8,0.11,34.0,0.99664,3.24,0.45,9.3,5,1,0
2973,6.8,0.815,0.0,1.2,0.267,16.0,0.99471,3.32,0.51,9.8,3,1,0
2974,7.2,0.56,0.26,2.0,0.083,13.0,0.99586,3.26,0.52,9.9,5,1,0
2975,8.2,0.885,0.2,1.4,0.086,7.0,0.9946,3.11,0.46,10.0,5,1,0
2976,5.2,0.49,0.26,2.3,0.09,23.0,0.9953,3.71,0.62,12.2,6,1,1
2977,7.2,0.45,0.15,2.0,0.078,10.0,0.99609,3.29,0.51,9.9,6,1,1
2978,7.5,0.57,0.02,2.6,0.077,11.0,0.99557,3.36,0.62,10.8,6,1,1
2979,7.5,0.57,0.02,2.6,0.077,11.0,0.99557,3.36,0.62,10.8,6,1,1
2980,6.8,0.83,0.09,1.8,0.074,4.0,0.99534,3.38,0.45,9.6,5,1,0
